Code,Name,Name (Arabic),Phone,Email,Credit Limit,Payment Terms (Days),Opening Balance,Notes
CUST-1425,Bin Hindi Property 11,,+965 74101763,bin.hindi.property425@example.com.kw,13457.737,45,0.000,"active account, Ahmadi"
CUST-1426,Al-Wazzan Maintenance 11,,+965 56882657,alwazzan.maintenance426@example.com.kw,16629.921,60,KD 4666.692,"active account, Salmiya"
CUST-1427,Al-Marzouq Home 11,,+965 96874774,almarzouq.home427@example.com.kw,12413.748,90,4204.205,
CUST-1428,Farwaniya Fix-It Center 11,,+965 72635095,farwaniya.fixit.center428@example.com.kw,KD 4355.284,30,3789.468,
CUST-1429,Salmiya Handyman Services 11,,+965 97278455,salmiya.handyman.services429@example.com.kw,20811.025,60,6530.757,
CUST-1430,Hawally Repair Shop 11,,+965 90685834,hawally.repair.shop430@example.com.kw,49511.053,90,0.000,
CUST-1431,Jahra Building Supplies Buyer 11,,+965 65822461,jahra.building.supplies.buyer431@example.com.kw,31054.973,90,3944.630,
CUST-1432,Ahmadi Villa Care 11,,+965 82689039,ahmadi.villa.care432@example.com.kw,"29,243.810",90,0.000,
CUST-1433,  Fahaheel Home Services 11,,+965 55637826,fahaheel.home.services433@example.com.kw,35961.385,90,0.000,"active account, Kuwait City"
CUST-1434,Al-Khaled General Trading 11,,+965 74859659,alkhaled.general.trading434@example.com.kw,1215.770,90,0.000,
CUST-1435,Al-Nasser Renovation  Est. 11,,+965 56846576,alnasser.renovation435@example.com.kw,42182.910,90,0.000,"active account, Ardiya"
CUST-1436,Al-Osaimi Maintenance 11,,+965 84467234,alosaimi.maintenance436@example.com.kw,868.693,30,6162.349,
CUST-1437,First Gulf Interiors 11,,+965 95929622,first.gulf.interiors437@example.com.kw,35213.985,0,0.000,
CUST-1438,Al-Rashed Villas 11,,+965 99601977,alrashed.villas438@example.com.kw,39598.531,0,0.000,"active account, Fahaheel"
CUST-1439, Al-Sanea Property 11 ,,+965 93460382,alsanea.property439@example.com.kw,11370.288,0,0.000,"active account, Kuwait City"
CUST-1440,Al-Fahad Contracting 12,,+965 56457531,alfahad.contracting440@example.com.kw,KWD 37056.056,90,7085.085,
CUST-1441,Modern Home Fix-It 12,,+965 61492500,modern.home.fixit441@example.com.kw,7781.783,30,4848.351,"active account, Fahaheel"
CUST-1442,Al-Sabah Villa Services 12,,+965 70543949,,38911.775,30,0.000,
CUST-1443,Bayt Al-Jomard  Est. 12,,+965 98934426,bayt.aljomard443@example.com.kw,15709.161,45,822.810,"active account, Kuwait City"
CUST-1444,Al-Duaij Maintenance  Est. 12,,+965 54484136,alduaij.maintenance444@example.com.kw,14695.644,15,3756.781,"active account, Fahaheel"
CUST-1445,Gulf Builders  Est. 12,,+965 95601548,gulf.builders445@example.com.kw,17951.572,60,6315.780,"active account, Fahaheel"
CUST-1446,Salem Al-Rashidi 12,,+965 59146134,,"12,970.108",0,1262.481,"active account, Ardiya"
CUST-1447,Fahad Al-Otaibi 12,,+965 72075395,fahad.alotaibi447@example.com.kw,19334.079,15,1046.041,"active account, Jahra"
CUST-1448,Al-Mutairi Est.  Est. 12,,+965 66730357,almutairi.est.448@example.com.kw,19162.641,45,6248.868,
CUST-1449,New Kuwait Contracting  Est. 12.,,+965 57972014,new.kuwait.contracting449@example.com.kw,49218.593,90,5449.313,"active account, Kuwait City"
CUST-1450,Al-Ajmi Interiors  Est. 12,,+965 79270512,alajmi.interiors450@example.com.kw,48971.673,60,0.000,"active account, Ahmadi"
CUST-1451,AHMAD AL-KANDARI 12,,+965 61742926,ahmad.alkandari451@example.com.kw,2474.775,30,7022.358,"active account, Ahmadi"
CUST-1452,Al-Enezi General Maintenance  Est. 12,,+965 89755872,,4313.050,90,1601.488,
CUST-1453,Desert Rose Interiors 12,,+965 79706719,desert.rose.interiors453@example.com.kw,19860.561,45,1012.129,"active account, Shuwaikh"
CUST-1454,Al-Anjari Villas 12,,+965 76059975,alanjari.villas454@example.com.kw,17277.249,15,4007.001,
CUST-1455,Al-Roumi Renovation 12,,+965 94476176,,28396.209,60,4781.643,"active account, Ahmadi"
CUST-1456,Union Facility Services 12,,+965 90964753,,"43,359.547",60,0.000,
CUST-1457,Al-Yaqout Villas  Est. 12,,+965 70031542,alyaqout.villas457@example.com.kw,32104.427,90,2713.526,"active account, Hawally"
CUST-1458,Al-Qadi Household 12,,+965 76781292,alqadi.household458@example.com.kw,30272.127,30,6371.980,
CUST-1459,Nasser Al-Hajeri 12,,+965 75457472,nasser.alhajeri459@example.com.kw,33582.430,60,0.000,"active account, Rai"
CUST-1460,Al-Ghanim Home Repairs  Est. 12,,+965 61499952,alghanim.home.repairs460@example.com.kw,26887.332,45,0.000,
CUST-1461,Al-Bahar Property Services  Est. 12,,+965 51945887,albahar.property.services461@example.com.kw,45516.289,30,4778.296,
CUST-1462,Gulf Facility Management 12,,+965 90885253,gulf.facility.management462@example.com.kw,36250.353,45,566.949,"active account, Salmiya"
CUST-1463,Continental Maintenance Co. 12,,+965 56442809,continental.maintenance.co.463@example.com.kw,44915.087,90,KWD 0.000,"active account, Ardiya"
CUST-1464,Al-Zamil Villas 12,,+965 61031309,alzamil.villas464@example.com.kw,6453.943,0,0.000,"active account, Fahaheel"
CUST-1465,Bin Hindi Property  Est. 12,,+965 51140530,bin.hindi.property465@example.com.kw,19451.074,0,7868.392,
CUST-1466,Al-Wazzan Maintenance 12.,,+965 77105304,alwazzan.maintenance466@example.com.kw,41495.978,15,0.000,
CUST-1467,Al-Marzouq Home 12,,+965 61679122,almarzouq.home467@example.com.kw,44065.821,30,0.000,"active account, Jahra"
CUST-1468,Farwaniya Fix-It Center  Est. 12,,+965 81053136,farwaniya.fixit.center468@example.com.kw,3876.561,45,KWD 0.000,"active account, Rai"
CUST-1469,Salmiya Handyman Services 12,,+965 54300008,salmiya.handyman.services469@example.com.kw,35884.726,0,1791.403,"active account, Ardiya"
CUST-1470,Hawally Repair Shop 12,,+965 84422369,hawally.repair.shop470@example.com.kw,47182.876,60,"1,351.711",
CUST-1471,Jahra Building Supplies Buyer 12,,+965 86066418,jahra.building.supplies.buyer471@example.com.kw,13357.627,60,5636.968,"active account, Kuwait City"
CUST-1472,"Ahmadi Villa Care 12,",,+965 58993071,ahmadi.villa.care472@example.com.kw,7915.712,15,0.000,
CUST-1473,Fahaheel Home Services  Est. 12,,+965 74991581,fahaheel.home.services473@example.com.kw,"29,684.292",30,2394.718,
CUST-1474,Al-Khaled General Trading  Est. 12,,+965 70879261,alkhaled.general.trading474@example.com.kw,14904.833,0,0.000,
CUST-1475,Al-Nasser Renovation 12,,+965 99126594,alnasser.renovation475@example.com.kw,36911.651,90,0.000,
CUST-1476,Al-Osaimi Maintenance 12,,+965 86582377,alosaimi.maintenance476@example.com.kw,21560.458,60,KD 4373.453,
CUST-1477,First Gulf Interiors 12,,+965 73269400,first.gulf.interiors477@example.com.kw,19675.795,45,0.000,"active account, Shuwaikh"
CUST-1478,Al-Rashed Villas 12,,+965 60369208,alrashed.villas478@example.com.kw,KD 19435.634,0,0.000,
CUST-1479,Al-Sanea Property  Est. 12,,+965 69080057,alsanea.property479@example.com.kw,42220.449,15,KWD 184.102,"active account, Farwaniya"
CUST-1480,Al-Fahad Contracting  Est. 13,,+965 71405727,alfahad.contracting480@example.com.kw,12301.604,45,1956.104,"active account, Jahra"
CUST-1481,MODERN HOME FIX-IT 13,,+965 91387628,modern.home.fixit481@example.com.kw,38176.605,90,4073.616,
CUST-1482,Al-Sabah Villa Services 13,,+965 65895787,alsabah.villa.services482@example.com.kw,26747.052,15,6741.194,
CUST-1483,Bayt Al-Jomard 13,,+965 85303023,bayt.aljomard483@example.com.kw,8462.448,60,3446.919,"active account, Salmiya"
CUST-1484,Al-Duaij Maintenance 13,,+965 84332197,alduaij.maintenance484@example.com.kw,21077.405,0,2390.914,
CUST-1485,Gulf Builders  Est. 13,,+965 62038096,gulf.builders485@example.com.kw,KD 35441.599,60,0.000,
CUST-1486,Salem Al-Rashidi 13,,+965 92800807,salem.alrashidi486@example.com.kw,18017.748,15,6120.399,
CUST-1487,Fahad Al-Otaibi 13,,+965 92322831,fahad.alotaibi487@example.com.kw,13134.654,0,0.000,"active account, Ahmadi"
CUST-1488,al-mutairi est. 13,,+965 60683962,almutairi.est.488@example.com.kw,"34,874.838",45,0.000,"active account, Jahra"
CUST-1489,New Kuwait Contracting 13,,+965 61471769,new.kuwait.contracting489@example.com.kw,847.019,30,0.000,
CUST-1490,Al-Ajmi Interiors 13,,+965 57217703,alajmi.interiors490@example.com.kw,35110.482,15,5372.559,"active account, Ardiya"
CUST-1491,Ahmad Al-Kandari  Est. 13,,+965 98875489,ahmad.alkandari491@example.com.kw,32316.763,90,3144.805,
CUST-1492,Al-Enezi General Maintenance  Est. 13,,+965 81306901,alenezi.general.maintenance492@example.com.kw,23791.964,60,0.000,"active account, Jahra"
CUST-1493,Desert Rose Interiors 13,,+965 99057828,desert.rose.interiors493@example.com.kw,33337.761,90,0.000,"active account, Ahmadi"
CUST-1494,Al-Anjari Villas  Est. 13,,+965 84499839,alanjari.villas494@example.com.kw,16052.367,45,0.000,"active account, Salmiya"
CUST-1495,Al-Roumi Renovation 13,,+965 78562457,alroumi.renovation495@example.com.kw,KWD 45521.254,60,6687.754,"active account, Hawally"
CUST-1496,Union Facility Services 13,,+965 51182037,,47842.256,0,0.000,"active account, Salmiya"
CUST-1497,Al-Yaqout Villas 13,,+965 89633054,alyaqout.villas497@example.com.kw,36822.157,15,4947.016,"active account, Kuwait City"
CUST-1498,Al-Qadi Household  Est. 13,,+965 70639551,alqadi.household498@example.com.kw,23491.359,15,KWD 6559.857,"active account, Ahmadi"
CUST-1499,Nasser Al-Hajeri 13,,+965 51087428,nasser.alhajeri499@example.com.kw,23061.358,90,0.000,"active account, Hawally"
CUST-9719,Desert Rose Interiors 2,,+965 96273212,dup3131@example.com.kw,22015.583,60,0.000,"active account, Rai"
CUST-9652,Bayt Al-Jomard 5,,+965 69649873,dup2354@example.com.kw,35885.734,90,0.000,
CUST-9541,Nasser Al-Hajeri  Est. 10,,+965 97063749,dup3489@example.com.kw,34294.033,60,0.000,"active account, Farwaniya"
CUST-9083,Al-Zamil Villas,,+965 78483555,,"34,505.858",90,0.000,"active account, Salmiya"
CUST-9174,Al-Bahar Property Services  Est. 11,,+965 69060117,dup2671@example.com.kw,25331.886,60,0.000,
