partyCode,partyName,invoiceNumber,invoiceDate,dueDate,amount
CUST-1345,Bin Hindi Property 9,INV-20856,5/4/2026,4/7/2026,1720.710
CUST-1374,Al-Anjari Villas  Est. 10,INV-20857,2025-10-03,2025-12-02,303.869
CUST-1108,Farwaniya Fix-It Center 3,INV-20858,2026-06-18,2026-09-16,1694.200
CUST-1242,Al-Sabah Villa Services 7,INV-20859,2026-05-26,2026-08-24,241.938
CUST-1322,Al-Sabah Villa Services  Est. 9,INV-20860,2026-05-16,2026-06-30,83.942
CUST-1116,Al-Osaimi Maintenance  Est. 3,INV-20861,31/3/2026,15/4/2026,478.576
CUST-1357,First Gulf Interiors 9,INV-20862,12/3/2026,10/6/2026,63.958
CUST-1073,Fahaheel Home Services 2,INV-20863,2025-12-31,2026-01-30,413.527
CUST-1472,Ahmadi Villa Care 12,INV-20864,22/2/2026,9/3/2026,1477.607
CUST-1261,Al-Bahar Property Services  Est. 7,INV-20865,15/6/2026,30/7/2026,1514.462
CUST-1167,Fahad Al-Otaibi  Est. 5,INV-20866,12/12/2025,26/1/2026,167.523
CUST-1334, Al-Anjari Villas 9 ,INV-20867,2026-07-04,2026-08-03,"1,489.827"
CUST-1204,Al-Duaij Maintenance 6,INV-20868,20/8/2025,4/10/2025,545.328
CUST-1365,Gulf Builders  Est. 10,INV-20869,23/11/2025,7/1/2026,1329.934
CUST-1446,Salem Al-Rashidi 12,INV-20870,19/4/2026,19/5/2026,1644.893
CUST-1366,salem al-rashidi 10,INV-20871,9/11/2025,8/1/2026,237.458
CUST-1210,Al-Ajmi Interiors 6,INV-20872,8/7/2026,7/8/2026,KD 385.921
CUST-1365,Gulf Builders  Est. 10,INV-20873,2025-10-23,2025-12-07,212.678
CUST-1050,Al-Ajmi Interiors 2,INV-20874,12/2/2026,13/5/2026,625.738
CUST-1195,Al-Nasser Renovation 5,INV-20875,2026-04-03,2026-05-03,1420.696
CUST-1482,"  Al-Sabah Villa Services 13,",INV-20876,2026-07-02,2026-07-17,1225.518
CUST-1063,continental maintenance co.  est. 2,INV-20877,27/12/2025,27/3/2026,302.302
CUST-1146,Al-Wazzan Maintenance  Est. 4,INV-20878,22/8/2025,6/9/2025,1376.196
CUST-1319,Al-Sanea Property 8.,INV-20879,24/1/2026,23/2/2026,179.519
CUST-1440,Al-Fahad Contracting 12,INV-20880,2026-01-17,2026-04-17,1546.653
CUST-1346,Al-Wazzan Maintenance 9,INV-20881,9/1/2026,8/2/2026,1561.571
CUST-1137,Al-Yaqout Villas 4,INV-20882,14/4/2026,13/6/2026,1245.174
CUST-1031,Jahra Building Supplies Buyer,INV-20883,4/9/2025,19/9/2025,592.615
CUST-1241,Modern Home Fix-It 7,INV-20884,2026-04-15,2026-06-14,259.144
CUST-1267, Al-Marzouq Home 7 ,INV-20885,2025-11-20,2026-01-04,1720.639
CUST-1264,Al-Zamil Villas 7,INV-20886,2026-04-18,2026-07-17,1604.358
CUST-1178,Al-Qadi Household 5,INV-20887,3/2/2026,4/4/2026,662.295
CUST-1097,Al-Yaqout Villas 3,INV-20888,30/4/2026,29/7/2026,"1,307.026"
CUST-1336,  Union Facility Services  Est. 9,INV-20889,7/11/2025,7/12/2025,106.103
CUST-1025,Bin Hindi Property  Est.,INV-20890,24/11/2025,9/12/2025,783.930
CUST-1281,modern home fix-it  est. 8,INV-20891,18/10/2025,2/12/2025,572.523
CUST-1176,Union Facility Services  Est. 5,INV-20892,2025-08-11,2025-08-26,1490.216
CUST-1340,Al-Ghanim Home Repairs 9,INV-20893,2026-04-15,2026-07-14,1125.405
CUST-1258,Al-Qadi Household  Est. 7,INV-20894,25/3/2026,23/6/2026,"1,205.232"
CUST-1423,Continental Maintenance Co. 11,INV-20895,2025-11-11,2025-12-11,KWD 1133.935
CUST-1483,bayt al-jomard 13,INV-20896,2026-03-07,2026-05-06,1397.249
CUST-1453,Desert Rose Interiors 12,INV-20897,2026-05-09,2026-06-23,"1,202.109"
CUST-1022,Gulf Facility Management,INV-20898,2026-01-15,2026-04-15,1606.253
CUST-1389,Salmiya Handyman Services 10,INV-20899,31/5/2026,30/7/2026,1154.822
CUST-1415,Al-Roumi Renovation 11,INV-20900,2026-05-04,2026-07-03,759.426
CUST-1319,Al-Sanea Property 8,INV-20901,23/5/2026,22/6/2026,KWD 616.013
CUST-1307,Al-Marzouq Home 8,INV-20902,16/1/2026,16/4/2026,1764.725
CUST-1150,Hawally Repair Shop 4,INV-20903,2026-07-16,2026-08-15,1670.389
CUST-1301,Al-Bahar Property Services 8,INV-20904,2026-01-04,2026-03-05,1764.864
CUST-1435,Al-Nasser Renovation  Est. 11,INV-20905,2026-03-13,2026-06-11,1091.834
CUST-1492,Al-Enezi General Maintenance  Est. 13,INV-20906,2025-09-19,2025-11-18,1359.898
CUST-1254,Al-Anjari Villas 7,INV-20907,2026-01-04,2026-02-03,1769.477
CUST-1071,Jahra Building Supplies Buyer 2,INV-20908,9/4/2026,8/7/2026,909.829
CUST-1240,Al-Fahad Contracting 7,INV-20909,2026-01-27,2026-02-26,657.489
CUST-1177, Al-Yaqout Villas 5 ,INV-20910,2026-07-19,2026-08-18,1340.377
CUST-1168, Al-Mutairi Est. 5 ,INV-20911,2025-12-07,2026-03-07,1658.047
CUST-1281,Modern Home Fix-It  Est. 8,INV-20912,2025-10-20,2025-12-04,1709.800
CUST-1018,Al-Qadi Household,INV-20913,4/6/2026,4/7/2026,1247.610
CUST-1110,Hawally Repair Shop 3,INV-20914,2/10/2025,1/11/2025,734.674
CUST-1372,Al-Enezi General Maintenance  Est. 10,INV-20915,6/11/2025,6/12/2025,356.170
CUST-1141,Al-Bahar Property Services 4,INV-20916,2026-07-25,2026-08-24,447.460
CUST-1438,Al-Rashed Villas 11,INV-20917,2026-04-15,2026-05-15,1332.465
CUST-1374,Al-Anjari Villas  Est. 10,INV-20918,6/10/2025,5/12/2025,1225.305
CUST-1260,"Al-Ghanim Home Repairs  Est. 7,",INV-20919,25/8/2025,23/11/2025,858.543
CUST-1069,Salmiya Handyman Services 2,INV-20920,16/9/2025,15/11/2025,KWD 366.147
CUST-1317,First Gulf Interiors 8,INV-20921,26/2/2026,27/4/2026,"1,477.417"
CUST-1314, Al-Khaled General Trading 8 ,INV-20922,9/12/2025,8/1/2026,55.003
CUST-1399,Al-Sanea Property 10,INV-20923,28/2/2026,29/4/2026,1799.997
CUST-1166,salem al-rashidi 5,INV-20924,2026-03-10,2026-04-24,677.766
CUST-1384,Al-Zamil Villas 10,INV-20925,2025-10-12,2025-10-27,1791.485
CUST-1414,Al-Anjari Villas 11,INV-20926,6/2/2026,8/3/2026,1004.617
CUST-1141,Al-Bahar Property Services 4,INV-20927,2/6/2026,2/7/2026,647.321
CUST-1244,Al-Duaij Maintenance  Est. 7,INV-20928,2026-02-22,2026-03-24,1207.275
CUST-1462,Gulf Facility Management 12,INV-20929,28/8/2025,12/10/2025,KD 1587.921
CUST-1235,Al-Nasser Renovation 6,INV-20930,2026-05-11,2026-05-26,48.753
CUST-1123,Bayt Al-Jomard 4,INV-20931,8/7/2026,23/7/2026,635.430
CUST-1382,Gulf Facility Management  Est. 10,INV-20932,2026-07-19,2026-09-17,1203.422
CUST-1287,Fahad Al-Otaibi 8,INV-20933,2026-05-15,2026-06-14,1430.999
CUST-1367,Fahad Al-Otaibi 10,INV-20934,2025-08-29,2025-10-13,KWD 55.128
CUST-1146,Al-Wazzan Maintenance  Est. 4,INV-20935,16/1/2026,31/1/2026,1565.095
CUST-1158,Al-Rashed Villas 4,INV-20936,13/5/2026,28/5/2026,233.614
CUST-1467,Al-Marzouq Home 12,INV-20937,25/8/2025,24/9/2025,KWD 611.352
CUST-1147,Al-Marzouq Home 4,INV-20938,21/10/2025,5/11/2025,354.324
CUST-9083,Al-Zamil Villas,INV-20939,26/11/2025,24/2/2026,1456.730
CUST-1320,Al-Fahad Contracting 9.,INV-20940,14/11/2025,14/12/2025,1636.041
CUST-1326,Salem Al-Rashidi 9,INV-20941,14/4/2026,13/7/2026,1109.881
CUST-1327,Fahad Al-Otaibi 9,INV-20942,26/9/2025,25/11/2025,1343.287
CUST-1373,Desert Rose Interiors 10  ,INV-20943,23/1/2026,23/4/2026,1279.279
CUST-1330,Al-Ajmi Interiors  Est. 9,INV-20944,2026-04-20,2026-05-20,1456.677
CUST-1409, New Kuwait Contracting 11 ,INV-20945,27/7/2026,10/9/2026,670.267
CUST-1008,Al-Mutairi Est.  Est.,INV-20946,6/10/2025,4/1/2026,1547.715
CUST-1422,Gulf Facility Management 11,INV-20947,2026-04-14,2026-05-29,218.790
CUST-1058,Al-Qadi Household 2,INV-20948,20/7/2026,18/10/2026,1792.860
CUST-1257,Al-Yaqout Villas  Est. 7,INV-20949,12/12/2025,10/2/2026,1763.731
CUST-1218,Al-Qadi Household  Est. 6,INV-20950,18/7/2026,16/9/2026,KD 631.204
CUST-1481,Modern Home Fix-It 13,INV-20951,31/1/2026,1/5/2026,408.960
CUST-1456,Union Facility Services 12,INV-20952,13/9/2025,12/11/2025,KD 855.503
CUST-1197,First Gulf Interiors  Est. 5,INV-20953,5/10/2025,4/11/2025,49.575
CUST-1294,Al-Anjari Villas 8,INV-20954,2025-08-09,2025-11-07,376.046
CUST-1288,Al-Mutairi Est. 8  ,INV-20955,10/7/2026,9/8/2026,159.268
CUST-1130,Al-Ajmi Interiors 4,INV-20956,21/12/2025,20/1/2026,1552.485
CUST-1449,New Kuwait Contracting  Est. 12,INV-20957,2026-08-01,2026-10-30,1717.501
CUST-1147,Al-Marzouq Home 4,INV-20958,31/10/2025,15/11/2025,43.434
CUST-1409,New Kuwait Contracting 11,INV-20959,2026-02-09,2026-03-26,KWD 313.610
CUST-1337,Al-Yaqout Villas 9,INV-20960,4/5/2026,18/6/2026,789.441
CUST-1083,Bayt Al-Jomard 3,INV-20961,2026-06-28,2026-09-26,1284.681
CUST-1146,Al-Wazzan Maintenance  Est. 4,INV-20962,29/11/2025,14/12/2025,153.821
CUST-1275,Al-Nasser Renovation 7,INV-20963,2025-08-15,2025-09-14,1552.782
CUST-1201,  Modern Home Fix-It  Est. 6,INV-20964,30/6/2026,29/8/2026,539.771
CUST-1263,Continental Maintenance Co.  Est. 7,INV-20965,16/2/2026,18/3/2026,1547.469
CUST-1175,Al-Roumi Renovation 5,INV-20966,2026-07-27,2026-09-25,222.693
CUST-1478,Al-Rashed Villas 12,INV-20967,2025-09-27,2025-10-27,1742.865
CUST-1045,Gulf Builders  Est. 2,INV-20968,2025-12-14,2026-03-14,1632.206
CUST-1472,Ahmadi Villa Care 12,INV-20969,2026-08-03,2026-08-18,1310.299
CUST-1315,Al-Nasser Renovation 8,INV-20970,2025-09-27,2025-11-11,1350.437
CUST-1161,Modern Home Fix-It  Est. 5,INV-20971,2026-03-29,2026-05-13,469.761
CUST-1252,Al-Enezi General Maintenance 7,INV-20972,2025-11-30,2026-01-29,23.007
CUST-1152,Ahmadi Villa Care 4,INV-20973,5/2/2026,6/4/2026,1402.116
CUST-1290,Al-Ajmi Interiors 8,INV-20974,15/3/2026,30/3/2026,1402.220
CUST-1106,Al-Wazzan Maintenance  Est. 3,INV-20975,2026-05-11,2026-06-10,KWD 382.363
CUST-1278,Al-Rashed Villas  Est. 7,INV-20976,12/10/2025,11/11/2025,138.476
CUST-1489,New Kuwait Contracting 13,INV-20977,2026-04-14,2026-05-14,298.998
CUST-1411,Ahmad Al-Kandari 11,INV-20978,2025-12-04,2026-02-02,"1,099.223"
CUST-1408,Al-Mutairi Est. 11,INV-20979,12/3/2026,11/5/2026,917.886
CUST-1249,New Kuwait Contracting 7,INV-20980,28/4/2026,27/6/2026,349.934
CUST-1194,Al-Khaled General Trading 5,INV-20981,2026-06-11,2026-07-11,1512.451
CUST-1308,Farwaniya Fix-It Center 8,INV-20982,2026-04-20,2026-05-05,588.300
CUST-1406,Salem  Al-Rashidi 11,INV-20983,2025-10-16,2025-10-31,183.510
CUST-1063,Continental Maintenance Co.  Est. 2,INV-20984,27/6/2026,25/9/2026,1202.194
CUST-1475, AL-NASSER RENOVATION 12 ,INV-20985,14/1/2026,14/4/2026,138.257
CUST-1330,Al-Ajmi Interiors  Est. 9,INV-20986,5/9/2025,5/10/2025,125.874
CUST-1420,Al-Ghanim Home Repairs 11,INV-20987,18/8/2025,17/9/2025,275.020
CUST-1011,Ahmad Al-Kandari,INV-20988,3/12/2025,18/12/2025,41.464
CUST-1071,  Jahra Building Supplies Buyer 2,INV-20989,2/2/2026,3/5/2026,1776.131
CUST-1459,Nasser Al-Hajeri 12,INV-20990,2026-02-02,2026-04-03,1404.522
CUST-1217,Al-Yaqout Villas 6,INV-20991,2025-10-05,2025-11-19,1531.210
CUST-1119,Al-Sanea Property 3,INV-20992,2026-02-04,2026-03-06,53.901
CUST-1481,Modern Home Fix-It 13,INV-20993,3/3/2026,1/6/2026,271.577
CUST-1090,Al-Ajmi Interiors 3,INV-20994,16/8/2025,15/9/2025,185.791
CUST-1044,Al-Duaij Maintenance 2,INV-20995,14/10/2025,29/10/2025,941.511
CUST-1250,Al-Ajmi Interiors 7,INV-20996,6/3/2026,5/5/2026,KWD 989.708
CUST-1094,Al-Anjari Villas  Est. 3,INV-20997,15/8/2025,29/9/2025,353.120
CUST-1158,Al-Rashed Villas 4,INV-20998,28/12/2025,12/1/2026,1015.578
CUST-1485,Gulf Builders  Est. 13,INV-20999,13/3/2026,12/5/2026,"1,596.357"
CUST-1407,Fahad Al-Otaibi 11,INV-21000,29/11/2025,28/1/2026,1406.701
CUST-1416,Union Facility Services  Est. 11,INV-21001,4/1/2026,19/1/2026,1297.164
CUST-1315,Al-Nasser Renovation 8,INV-21002,14/6/2026,29/7/2026,1618.949
CUST-1411,Ahmad Al-Kandari 11,INV-21003,2026-05-11,2026-07-10,905.770
CUST-1316,Al-Osaimi Maintenance 8,INV-21004,29/12/2025,13/1/2026,1339.590
CUST-1021,Al-Bahar Property Services,INV-21005,15/12/2025,14/1/2026,1555.723
CUST-1046,Salem Al-Rashidi  Est. 2,INV-21006,13/1/2026,12/2/2026,1678.471
CUST-1495,Al-Roumi Renovation 13,INV-21007,18/8/2025,17/10/2025,1626.220
CUST-1100,Al-Ghanim Home Repairs 3,INV-21008,2025-08-08,2025-08-23,266.427
CUST-1317,First Gulf Interiors 8,INV-21009,2026-05-08,2026-07-07,1718.674
CUST-1167,Fahad Al-Otaibi  Est. 5,INV-21010,2025-11-09,2025-12-24,379.279
CUST-1123,"Bayt Al-Jomard 4,",INV-21011,6/8/2026,21/8/2026,87.446
CUST-1289,New Kuwait Contracting 8,INV-21012,2025-08-22,2025-11-20,1040.047
CUST-1422,Gulf Facility Management 11,INV-21013,21/1/2026,7/3/2026,1626.346
CUST-1282,Al-Sabah Villa Services 8,INV-21014,11/5/2026,10/6/2026,467.685
CUST-1238,Al-Rashed Villas  Est. 6,INV-21015,3/11/2025,18/11/2025,1138.823
CUST-1011, Ahmad Al-Kandari ,INV-21016,2026-05-26,2026-06-10,KD 1714.666
CUST-1234,Al-Khaled General Trading 6,INV-21017,2025-11-30,2026-01-14,1551.594
CUST-1375,Al-Roumi Renovation 10,INV-21018,22/8/2025,21/9/2025,KWD 21.059
CUST-1138,Al-Qadi Household 4,INV-21019,26/11/2025,26/12/2025,86.144
CUST-1393,"Fahaheel Home Services 10,",INV-21020,2026-02-17,2026-03-19,773.430
CUST-1010,Al-Ajmi Interiors  Est.,INV-21021,6/4/2026,21/4/2026,1656.835
CUST-1487,fahad al-otaibi 13,INV-21022,30/10/2025,29/11/2025,KD 172.520
CUST-1022,Gulf Facility Management,INV-21023,23/9/2025,22/12/2025,1583.245
CUST-1351,Jahra Building Supplies Buyer 9,INV-21024,19/8/2025,18/10/2025,1614.195
CUST-1107,"Al-Marzouq Home 3,",INV-21025,2026-01-13,2026-04-13,1009.909
CUST-1071,Jahra Building Supplies Buyer 2,INV-21026,2025-09-18,2025-12-17,1717.003
CUST-1445,Gulf Builders  Est. 12,INV-21027,17/4/2026,16/6/2026,1330.333
CUST-1125,Gulf Builders 4,INV-21028,30/9/2025,14/11/2025,"1,754.991"
CUST-9652,Bayt Al-Jomard 5,INV-21029,10/8/2025,8/11/2025,1706.820
CUST-1271,Jahra Building Supplies Buyer  Est. 7,INV-21030,2025-08-10,2025-09-09,KWD 206.209
CUST-1110, Hawally Repair Shop 3 ,INV-21031,2025-12-17,2026-01-16,KD 685.607
CUST-1258,Al-Qadi Household  Est. 7,INV-21032,8/3/2026,6/6/2026,1031.236
CUST-1382,Gulf Facility Management  Est. 10,INV-21033,15/7/2026,13/9/2026,KD 168.947
CUST-1370,Al-Ajmi Interiors 10.,INV-21034,2025-12-25,2026-02-08,912.057
CUST-1179,Nasser Al-Hajeri 5,INV-21035,29/8/2025,13/10/2025,KD 467.136
CUST-1000,Al-Fahad Contracting,INV-21036,2025-12-11,2026-03-11,542.645
CUST-1122,Al-Sabah Villa Services 4,INV-21037,24/11/2025,9/12/2025,823.326
CUST-1165,Gulf Builders 5,INV-21038,15/7/2026,30/7/2026,1334.286
CUST-1139,Nasser Al-Hajeri 4,INV-21039,2025-11-22,2025-12-22,212.461
CUST-1087,Fahad Al-Otaibi 3,INV-21040,20/6/2026,4/8/2026,71.165
CUST-1003,Bayt Al-Jomard  Est.,INV-21041,14/3/2026,28/4/2026,1748.798
CUST-1493,desert rose interiors 13,INV-21042,7/4/2026,6/7/2026,412.086
CUST-1281,Modern Home Fix-It  Est. 8,INV-21043,7/2/2026,24/3/2026,1139.681
CUST-1150,Hawally Repair Shop 4,INV-21044,7/8/2026,6/9/2026,1176.337
CUST-1480,Al-Fahad Contracting  Est. 13,INV-21045,12/2/2026,29/3/2026,1576.559
CUST-1367, Fahad Al-Otaibi 10 ,INV-21046,2026-06-03,2026-07-18,"1,141.242"
CUST-1259,Nasser Al-Hajeri 7,INV-21047,15/2/2026,16/5/2026,1393.706
CUST-1173,DESERT ROSE INTERIORS  EST. 5,INV-21048,25/10/2025,24/11/2025,109.664
CUST-1046,Salem Al-Rashidi  Est. 2,INV-21049,22/5/2026,21/6/2026,"1,521.427"
CUST-1316,Al-Osaimi Maintenance 8,INV-21050,2026-04-26,2026-05-11,1378.737
CUST-1491,Ahmad Al-Kandari  Est. 13,INV-21051,23/9/2025,22/12/2025,"1,294.428"
CUST-1120,Al-Fahad Contracting  Est. 4,INV-21052,2025-11-29,2025-12-29,KWD 1459.517
CUST-1180,Al-Ghanim Home Repairs 5,INV-21053,2026-04-09,2026-04-24,1331.398
CUST-1273,Fahaheel Home Services 7,INV-21054,2026-06-27,2026-09-25,1461.688
CUST-1338,Al-Qadi Household 9,INV-21055,19/9/2025,4/10/2025,663.620
CUST-1386,"Al-Wazzan Maintenance 10,",INV-21056,1/9/2025,31/10/2025,1035.476
CUST-1104,Al-Zamil Villas 3,INV-21057,2025-10-09,2025-12-08,423.978
CUST-1211,Ahmad Al-Kandari 6,INV-21058,30/5/2026,14/6/2026,832.331
CUST-1253,Desert Rose Interiors 7,INV-21059,2025-09-18,2025-10-18,1569.803
CUST-1416,Union Facility Services  Est. 11  ,INV-21060,17/9/2025,2/10/2025,293.072
CUST-1239,Al-Sanea Property 6.,INV-21061,2026-05-22,2026-06-21,140.886
CUST-1419,NASSER AL-HAJERI 11,INV-21062,28/11/2025,26/2/2026,"1,238.031"
CUST-1320,Al-Fahad Contracting 9,INV-21063,2026-07-29,2026-08-28,KWD 488.849
CUST-1078,AL-RASHED VILLAS 2,INV-21064,22/6/2026,6/8/2026,571.844
CUST-1027,Al-Marzouq Home,INV-21065,2026-05-30,2026-08-28,1570.583
CUST-1148,Farwaniya Fix-It Center 4,INV-21066,2025-10-04,2025-10-19,945.044
CUST-1420,Al-Ghanim Home Repairs 11,INV-21067,2025-11-17,2025-12-17,977.387
CUST-1419,Nasser Al-Hajeri 11,INV-21068,2025-10-29,2026-01-27,1191.324
CUST-1184,Al-Zamil Villas  Est. 5  ,INV-21069,15/3/2026,29/4/2026,1590.226
CUST-1128,Al-Mutairi Est. 4,INV-21070,28/2/2026,14/4/2026,991.136
CUST-1024,Al-Zamil Villas,INV-21071,8/10/2025,6/1/2026,854.546
CUST-1221,"Al-Bahar Property Services 6,",INV-21072,7/10/2025,21/11/2025,1212.970
CUST-1316,Al-Osaimi Maintenance 8,INV-21073,2026-04-03,2026-04-18,1493.006
CUST-1447,Fahad Al-Otaibi 12,INV-21074,10/4/2026,25/4/2026,1054.014
CUST-1248,Al-Mutairi Est. 7,INV-21075,2026-02-27,2026-03-29,516.501
CUST-1088,Al-Mutairi Est. 3,INV-21076,6/6/2026,5/8/2026,KWD 1444.624
CUST-1442,Al-Sabah Villa Services 12,INV-21077,2026-01-10,2026-02-09,213.175
CUST-1345,Bin Hindi Property 9,INV-21078,25/9/2025,24/12/2025,1489.203
CUST-1211,Ahmad Al-Kandari 6,INV-21079,2/9/2025,17/9/2025,1549.435
CUST-1289,new kuwait contracting 8,INV-21080,2026-04-12,2026-07-11,1000.601
CUST-1207,Fahad Al-Otaibi 6,INV-21081,2025-11-10,2025-12-10,874.287
CUST-1161, Modern Home Fix-It  Est. 5 ,INV-21082,8/8/2025,22/9/2025,1725.975
CUST-1228,Farwaniya Fix-It Center 6,INV-21083,21/3/2026,20/4/2026,468.345
CUST-1490,Al-Ajmi Interiors 13,INV-21084,9/6/2026,24/6/2026,546.675
CUST-1470,Hawally Repair Shop 12,INV-21085,2026-07-16,2026-09-14,379.936
CUST-1012,Al-Enezi General Maintenance,INV-21086,9/8/2025,8/9/2025,1687.657
CUST-1483,Bayt Al-Jomard 13,INV-21087,3/3/2026,2/5/2026,1102.756
CUST-1081,Modern Home Fix-It  Est. 3,INV-21088,2026-01-11,2026-03-12,1149.829
CUST-1007, Fahad Al-Otaibi ,INV-21089,2026-04-25,2026-07-24,1169.653
CUST-1040,Al-Fahad Contracting  Est. 2,INV-21090,16/7/2026,31/7/2026,377.387
CUST-1112,Ahmadi Villa Care 3,INV-21091,2025-09-23,2025-10-23,344.296
CUST-1179,Nasser Al-Hajeri 5,INV-21092,2026-03-28,2026-05-12,974.470
CUST-1011,AHMAD AL-KANDARI,INV-21093,20/3/2026,4/4/2026,1449.557
CUST-1252,Al-Enezi General Maintenance 7,INV-21094,24/3/2026,23/5/2026,964.471
CUST-1252,Al-Enezi General Maintenance 7,INV-21095,2025-08-18,2025-10-17,627.253
CUST-1348,Farwaniya Fix-It Center 9,INV-21096,3/4/2026,18/5/2026,983.431
CUST-1259,Nasser Al-Hajeri 7,INV-21097,19/9/2025,18/12/2025,1345.235
CUST-1014,Al-Anjari Villas  Est.,INV-21098,19/12/2025,17/2/2026,1624.751
CUST-1347,Al-Marzouq Home 9,INV-21099,2025-10-24,2026-01-22,790.460
CUST-1417,Al-Yaqout Villas 11,INV-21100,22/1/2026,21/2/2026,894.537
CUST-1016,Union Facility Services,INV-21101,1/1/2026,16/1/2026,983.511
CUST-1315,Al-Nasser Renovation 8,INV-21102,2025-08-26,2025-10-10,1765.786
CUST-1356,Al-Osaimi  Maintenance 9,INV-21103,2026-06-17,2026-07-02,591.581
CUST-1302,Gulf Facility Management 8,INV-21104,2026-01-22,2026-03-08,1173.455
CUST-9652,Bayt Al-Jomard 5,INV-21105,2026-03-01,2026-05-30,1525.890
CUST-1135,Al-Roumi Renovation 4,INV-21106,2026-05-01,2026-05-31,KWD 236.386
CUST-1450,Al-Ajmi Interiors  Est. 12  ,INV-21107,31/5/2026,30/7/2026,1605.016
CUST-1269,Salmiya Handyman Services 7,INV-21108,8/8/2025,23/8/2025,1502.067
CUST-1282,Al-Sabah Villa Services 8,INV-21109,2026-04-06,2026-05-06,1252.737
CUST-1458,Al-Qadi Household 12,INV-21110,24/5/2026,23/6/2026,1031.561
CUST-1356,Al-Osaimi Maintenance 9,INV-21111,2026-06-08,2026-06-23,"1,413.533"
CUST-1091,Ahmad Al-Kandari 3,INV-21112,2025-08-20,2025-09-19,1558.716
CUST-1375,Al-Roumi Renovation 10,INV-21113,31/10/2025,30/11/2025,1090.657
CUST-1030,Hawally Repair Shop,INV-21114,13/5/2026,27/6/2026,1518.499
CUST-1299,Nasser Al-Hajeri 8,INV-21115,15/1/2026,14/2/2026,211.414
CUST-1426,Al-Wazzan Maintenance 11,INV-21116,2025-11-06,2026-01-05,317.024
CUST-1467,Al-Marzouq Home 12,INV-21117,2025-11-12,2025-12-12,75.954
CUST-1488,"Al-Mutairi Est. 13,",INV-21118,26/6/2026,10/8/2026,1292.354
CUST-1210,Al-Ajmi Interiors 6,INV-21119,2025-12-14,2026-01-13,1171.331
CUST-1085,Gulf Builders 3,INV-21120,2026-03-25,2026-05-24,350.085
CUST-1366,Salem Al-Rashidi 10,INV-21121,2026-07-09,2026-09-07,KD 1412.021
CUST-1280,Al-Fahad Contracting 8,INV-21122,5/1/2026,19/2/2026,260.334
CUST-1327,Fahad Al-Otaibi 9,INV-21123,13/8/2025,12/10/2025,655.989
CUST-1065,Bin Hindi Property  Est. 2,INV-21124,28/4/2026,28/5/2026,424.470
CUST-1314,Al-Khaled General Trading 8,INV-21125,29/8/2025,28/9/2025,1637.252
CUST-1442,Al-Sabah Villa Services 12,INV-21126,2026-07-11,2026-08-10,1000.024
CUST-1124,Al-Duaij Maintenance 4,INV-21127,2026-03-07,2026-03-22,543.598
CUST-1260,Al-Ghanim Home Repairs  Est. 7,INV-21128,2026-04-18,2026-07-17,169.092
CUST-1443,Bayt Al-Jomard  Est. 12,INV-21129,2025-12-23,2026-02-06,1587.442
CUST-1383,Continental Maintenance Co. 10,INV-21130,2026-08-05,2026-09-04,KD 449.494
CUST-1069,SALMIYA HANDYMAN SERVICES 2,INV-21131,2026-07-14,2026-09-12,1386.653
CUST-1498,Al-Qadi Household  Est. 13,INV-21132,2025-12-10,2025-12-25,395.603
CUST-1203,Bayt  Al-Jomard  Est. 6,INV-21133,18/7/2026,2/8/2026,890.916
CUST-1415,Al-Roumi Renovation 11,INV-21134,15/7/2026,13/9/2026,1569.632
CUST-1286,Salem Al-Rashidi 8,INV-21135,23/2/2026,9/4/2026,454.642
CUST-1072,Ahmadi Villa Care  Est. 2,INV-21136,8/8/2025,22/9/2025,"1,355.143"
CUST-1027,Al-Marzouq Home,INV-21137,2026-02-25,2026-05-26,1428.143
CUST-1061, Al-Bahar Property Services  Est. 2 ,INV-21138,2025-10-25,2026-01-23,421.283
CUST-1183,Continental Maintenance Co. 5,INV-21139,21/9/2025,6/10/2025,83.778
CUST-1270,Hawally Repair Shop 7  .,INV-21140,2026-01-07,2026-02-06,1254.911
CUST-1485,Gulf Builders  Est. 13,INV-21141,2025-08-27,2025-10-26,1507.624
CUST-1048,AL-MUTAIRI EST.  EST. 2,INV-21142,16/10/2025,15/12/2025,167.057
CUST-1494,Al-Anjari Villas  Est. 13,INV-21143,2026-05-07,2026-06-21,1584.349
CUST-1120,Al-Fahad Contracting  Est. 4,INV-21144,2026-06-15,2026-07-15,176.412
CUST-1249,New Kuwait Contracting 7,INV-21145,2025-11-08,2026-01-07,769.417
CUST-1070,hawally repair shop 2,INV-21146,29/4/2026,13/6/2026,"1,692.738"
CUST-1082,Al-Sabah Villa Services 3,INV-21147,6/3/2026,4/6/2026,66.726
CUST-1244,Al-Duaij Maintenance  Est. 7,INV-21148,2025-10-25,2025-11-24,103.255
CUST-1114,Al-Khaled General Trading 3,INV-21149,2026-07-01,2026-08-30,1725.499
CUST-1189,Salmiya Handyman Services 5.,INV-21150,4/5/2026,3/6/2026,61.829
CUST-1350,Hawally Repair Shop 9,INV-21151,2026-03-17,2026-04-16,215.074
CUST-1348,Farwaniya Fix-It Center 9,INV-21152,1/12/2025,15/1/2026,524.750
CUST-1333, Desert Rose Interiors 9 ,INV-21153,2026-04-24,2026-06-23,448.214
